Time,Coin,Side,Entry,Exit,PnL,AI Score,Confidence,Reason
2026-07-16 23:52:33,SOL/USDT,SELL,76.26,75.89,2.44,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-25 15:59:54,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 18:33:54,BTC/USDT,SELL,64009.61,64132.47,-1.01,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-25 19:27:54,DOGE/USDT,BUY,0.07,0.07,-0.15,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-25 19:44:01,SOL/USDT,SELL,73.92,73.86,0.43,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-25 20:41:42,SOL/USDT,SELL,73.88,74.14,-1.85,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 22:25:52,BNB/USDT,BUY,567.44,567.51,0.06,70.62,70.62,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 70.62% | Decision : 🟢 SCALP BUY
2026-07-25 23:01:53,BNB/USDT,BUY,567.27,567.67,0.37,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-26 04:46:53,XRP/USDT,BUY,1.1,1.1,-0.67,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-26 05:54:52,SOL/USDT,BUY,74.5,74.87,2.6,66.95,66.95,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : BULLISH ENGULFING | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.95% | Decision : 🟢 SCALP BUY
2026-07-26 06:00:52,SOL/USDT,BUY,74.86,74.82,-0.28,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 06:31:52,XRP/USDT,BUY,1.1,1.1,-0.05,69.58,69.58,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.58% | Decision : 🟢 SCALP BUY
2026-07-26 07:26:53,SOL/USDT,BUY,74.73,74.83,0.7,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-26 08:31:58,SOL/USDT,BUY,74.87,74.95,0.56,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 09:37:27,SOL/USDT,BUY,74.92,75.02,0.7,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 10:42:59,ADA/USDT,BUY,0.17,0.17,0.32,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-26 11:10:54,ADA/USDT,BUY,0.17,0.17,0.32,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 11:12:55,ADA/USDT,BUY,0.17,0.17,0.32,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 11:14:55,ADA/USDT,BUY,0.17,0.17,0.32,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 12:36:55,SOL/USDT,BUY,75.02,75.06,0.28,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-26 12:41:06,ADA/USDT,BUY,0.17,0.17,0.32,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-26 12:42:53,ADA/USDT,BUY,0.17,0.17,0.32,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 12:52:53,ADA/USDT,BUY,0.17,0.17,-1.59,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-26 14:29:55,SOL/USDT,BUY,74.98,74.98,0.0,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-26 14:41:42,SOL/USDT,BUY,74.99,75.01,0.14,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-26 15:09:54,SOL/USDT,BUY,75.03,75.2,1.2,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-26 16:17:56,ETH/USDT,BUY,1884.7,1885.71,0.28,68.42,68.42,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (75%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.42% | Decision : 🟢 SCALP BUY
a,,,,,,,,
2026-07-26 18:17:53,SOL/USDT,BUY,75.1,74.83,-1.91,71.67,71.67,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.67% | Decision : 🟢 SCALP BUY
2026-07-26 18:30:54,ADA/USDT,SELL,0.16,0.16,0.32,69.58,69.58,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.58% | Decision : 🔴 SCALP SELL
2026-07-26 18:33:54,ADA/USDT,SELL,0.16,0.16,0.64,69.58,69.58,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.58% | Decision : 🔴 SCALP SELL
2026-07-26 19:17:24,ADA/USDT,SELL,0.16,0.16,-1.61,69.58,69.58,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.58% | Decision : 🔴 SCALP SELL
2026-07-26 19:38:01,BTC/USDT,BUY,64520.0,64746.01,1.85,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-26 19:57:54,ADA/USDT,SELL,0.16,0.16,0.32,71.67,71.67,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.67% | Decision : 🔴 SCALP SELL
2026-07-26 20:20:04,BTC/USDT,BUY,64650.47,64695.22,0.37,59.88,59.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (75%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 59.88% | Decision : 🟢 SCALP BUY
2026-07-26 20:20:04,BTC/USDT,BUY,64650.47,64695.22,0.37,59.88,59.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (75%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 59.88% | Decision : 🟢 SCALP BUY
2026-07-26 21:02:07,SOL/USDT,BUY,75.06,75.19,0.92,70.62,70.62,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 70.62% | Decision : 🟢 SCALP BUY
2026-07-26 21:33:58,SOL/USDT,BUY,75.4,75.43,0.21,67.38,67.38,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🔴 SELL (75%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.38% | Decision : 🟢 SCALP BUY
2026-07-26 22:02:53,ETH/USDT,BUY,1909.27,1926.44,4.78,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 02:57:53,ETH/USDT,BUY,1920.87,1921.39,0.15,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 03:27:52,ETH/USDT,BUY,1921.78,1925.48,1.03,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 03:31:53,ETH/USDT,BUY,1926.01,1934.0,2.23,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 03:55:52,ETH/USDT,BUY,1935.55,1935.98,0.12,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 05:47:54,ETH/USDT,BUY,1960.36,1947.37,-3.58,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-27 06:43:52,ETH/USDT,BUY,1942.65,1943.09,0.12,72.17,72.17,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.17% | Decision : 🟢 SCALP BUY
2026-07-27 07:47:53,ETH/USDT,BUY,1943.46,1945.05,0.44,72.17,72.17,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.17% | Decision : 🟢 SCALP BUY
2026-07-27 09:39:20,ETH/USDT,BUY,1946.52,1952.0,1.51,72.17,72.17,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.17% | Decision : 🟢 SCALP BUY
